comparison_id,family,source_table,source_row,comparison,formal_null_test_run,raw_p_value,adjusted_p_value,correction_rule,reason_no_adjustment,quantity_status,source_row_number_id
F_evaluation-0257,F_evaluation,decision_curve,71,same_referral_day_only|treat_all|0.25,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0257-SOURCE_ROW
F_evaluation-0258,F_evaluation,decision_curve,72,same_referral_day_only|treat_none|0.25,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0258-SOURCE_ROW
F_evaluation-0259,F_evaluation,decision_curve,73,same_referral_day_only|model|0.3,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0259-SOURCE_ROW
F_evaluation-0260,F_evaluation,decision_curve,74,same_referral_day_only|treat_all|0.3,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0260-SOURCE_ROW
F_evaluation-0261,F_evaluation,decision_curve,75,same_referral_day_only|treat_none|0.3,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0261-SOURCE_ROW
F_evaluation-0262,F_evaluation,decision_curve,76,same_referral_day_only|model|0.35,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0262-SOURCE_ROW
F_evaluation-0263,F_evaluation,decision_curve,77,same_referral_day_only|treat_all|0.35,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0263-SOURCE_ROW
F_evaluation-0264,F_evaluation,decision_curve,78,same_referral_day_only|treat_none|0.35,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0264-SOURCE_ROW
F_evaluation-0265,F_evaluation,decision_curve,79,same_referral_day_only|model|0.4,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0265-SOURCE_ROW
F_evaluation-0266,F_evaluation,decision_curve,80,same_referral_day_only|treat_all|0.4,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0266-SOURCE_ROW
F_evaluation-0267,F_evaluation,decision_curve,81,same_referral_day_only|treat_none|0.4,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0267-SOURCE_ROW
F_evaluation-0268,F_evaluation,decision_curve,82,same_referral_day_only|model|0.45,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0268-SOURCE_ROW
F_evaluation-0269,F_evaluation,decision_curve,83,same_referral_day_only|treat_all|0.45,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0269-SOURCE_ROW
F_evaluation-0270,F_evaluation,decision_curve,84,same_referral_day_only|treat_none|0.45,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0270-SOURCE_ROW
F_evaluation-0271,F_evaluation,decision_curve,85,same_referral_day_only|model|0.5,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0271-SOURCE_ROW
F_evaluation-0272,F_evaluation,decision_curve,86,same_referral_day_only|treat_all|0.5,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0272-SOURCE_ROW
F_evaluation-0273,F_evaluation,decision_curve,87,same_referral_day_only|treat_none|0.5,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0273-SOURCE_ROW
F_evaluation-0274,F_evaluation,decision_curve,88,same_referral_day_only|model|0.55,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0274-SOURCE_ROW
F_evaluation-0275,F_evaluation,decision_curve,89,same_referral_day_only|treat_all|0.55,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0275-SOURCE_ROW
F_evaluation-0276,F_evaluation,decision_curve,90,same_referral_day_only|treat_none|0.55,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0276-SOURCE_ROW
F_evaluation-0277,F_evaluation,decision_curve,91,same_referral_day_only|model|0.6,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0277-SOURCE_ROW
F_evaluation-0278,F_evaluation,decision_curve,92,same_referral_day_only|treat_all|0.6,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0278-SOURCE_ROW
F_evaluation-0279,F_evaluation,decision_curve,93,same_referral_day_only|treat_none|0.6,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0279-SOURCE_ROW
F_evaluation-0280,F_evaluation,decision_curve,94,same_referral_day_only|model|0.62,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0280-SOURCE_ROW
F_evaluation-0281,F_evaluation,decision_curve,95,same_referral_day_only|treat_all|0.62,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0281-SOURCE_ROW
F_evaluation-0282,F_evaluation,decision_curve,96,same_referral_day_only|treat_none|0.62,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0282-SOURCE_ROW
F_evaluation-0283,F_evaluation,decision_curve,97,same_referral_day_only|model|0.65,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0283-SOURCE_ROW
F_evaluation-0284,F_evaluation,decision_curve,98,same_referral_day_only|treat_all|0.65,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0284-SOURCE_ROW
F_evaluation-0285,F_evaluation,decision_curve,99,same_referral_day_only|treat_none|0.65,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0285-SOURCE_ROW
F_evaluation-0286,F_evaluation,decision_curve,100,same_referral_day_only|model|0.7,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0286-SOURCE_ROW
F_evaluation-0287,F_evaluation,decision_curve,101,same_referral_day_only|treat_all|0.7,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0287-SOURCE_ROW
F_evaluation-0288,F_evaluation,decision_curve,102,same_referral_day_only|treat_none|0.7,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0288-SOURCE_ROW
F_evaluation-0289,F_evaluation,decision_curve,103,same_referral_day_only|model|0.75,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0289-SOURCE_ROW
F_evaluation-0290,F_evaluation,decision_curve,104,same_referral_day_only|treat_all|0.75,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0290-SOURCE_ROW
F_evaluation-0291,F_evaluation,decision_curve,105,same_referral_day_only|treat_none|0.75,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0291-SOURCE_ROW
F_evaluation-0292,F_evaluation,decision_curve,106,same_referral_day_only|model|0.8,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0292-SOURCE_ROW
F_evaluation-0293,F_evaluation,decision_curve,107,same_referral_day_only|treat_all|0.8,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0293-SOURCE_ROW
F_evaluation-0294,F_evaluation,decision_curve,108,same_referral_day_only|treat_none|0.8,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0294-SOURCE_ROW
F_evaluation-0295,F_evaluation,decision_curve,109,same_referral_day_only|model|0.85,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0295-SOURCE_ROW
F_evaluation-0296,F_evaluation,decision_curve,110,same_referral_day_only|treat_all|0.85,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0296-SOURCE_ROW
F_evaluation-0297,F_evaluation,decision_curve,111,same_referral_day_only|treat_none|0.85,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0297-SOURCE_ROW
F_evaluation-0298,F_evaluation,decision_curve,112,same_referral_day_only|model|0.9,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0298-SOURCE_ROW
F_evaluation-0299,F_evaluation,decision_curve,113,same_referral_day_only|treat_all|0.9,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0299-SOURCE_ROW
F_evaluation-0300,F_evaluation,decision_curve,114,same_referral_day_only|treat_none|0.9,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0300-SOURCE_ROW
F_evaluation-0301,F_evaluation,uplift_curve,1,0.1,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0301-SOURCE_ROW
F_evaluation-0302,F_evaluation,uplift_curve,2,0.2,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0302-SOURCE_ROW
F_evaluation-0303,F_evaluation,uplift_curve,3,0.3,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0303-SOURCE_ROW
F_evaluation-0304,F_evaluation,uplift_curve,4,0.4,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0304-SOURCE_ROW
F_evaluation-0305,F_evaluation,uplift_curve,5,0.5,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0305-SOURCE_ROW
F_evaluation-0306,F_evaluation,uplift_curve,6,0.6,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0306-SOURCE_ROW
F_evaluation-0307,F_evaluation,uplift_curve,7,0.7,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0307-SOURCE_ROW
F_evaluation-0308,F_evaluation,uplift_curve,8,0.8,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0308-SOURCE_ROW
F_evaluation-0309,F_evaluation,uplift_curve,9,0.9,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0309-SOURCE_ROW
F_evaluation-0310,F_evaluation,uplift_curve,10,1.0,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0310-SOURCE_ROW
F_evaluation-0311,F_evaluation,uplift_summary,1,targeted_fraction,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0311-SOURCE_ROW
F_evaluation-0312,F_evaluation,uplift_summary,2,diagnostic_ranked_association_area_supported_range,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0312-SOURCE_ROW
F_evaluation-0313,F_evaluation,uplift_summary,3,diagnostic_qini_shaped_association_coefficient,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0313-SOURCE_ROW
F_evaluation-0314,F_evaluation,uplift_summary,4,top_30_percent_observed_targeting_association,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0314-SOURCE_ROW
F_evaluation-0315,F_evaluation,uplift_summary,5,causal_auuc_qini_or_policy_value,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0315-SOURCE_ROW
F_evaluation-0316,F_evaluation,uplift_summary,6,supplied_classification_auc_not_uplift_validation,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0316-SOURCE_ROW
